"name_with_owner","author","message","is_core"
"postmanlabs/postman-docs","akinard-postman","Update src/pages/docs/collaborating-in-postman/private-api-network/adding-private-network.md

Apply suggestion.

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","akinard-postman","Update src/pages/docs/collaborating-in-postman/private-api-network/organizing-private-network.md

Apply suggestion.

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","akinard-postman","Update for review feedback",0
"jens-maus/RaspberryMatic","jens-maus","fix shellcheck warnings/errors in dhcp.script and eQ3StartNetwork",1
"weaviate/weaviate","donomii","fix linter",0
"weaviate/weaviate","dirkkul","Fix batch reference for autodetect",0
"postmanlabs/postman-docs","claireriley","change nav",1
"weaviate/weaviate","reyreaud-l","Merge pull request #3701 from weaviate/dependabot/go_modules/test/acceptance_with_go_client/github.com/docker/docker-24.0.7incompatible

Bump github.com/docker/docker from 24.0.5+incompatible to 24.0.7+incompatible in /test/acceptance_with_go_client",0
"weaviate/weaviate","tsmith023","correctly add new field to openapi spec",0
"archesproject/arches","chrabyrd","Merge pull request #10115 from archesproject/10057-tile-value-empty-array

Fix TypeError when deleting all files from tile #10057",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"xamarin/xamarin-macios","vs-mobiletools-engineering-service2","Bring changes from Localization branch #20231018.2 (#19247)

The OneLoc team creates these translations to be consumed later on in
the second step of the Localization process. We need to bring these into
the main branch in order to continue the process.

Co-authored-by: CSIGS@microsoft.com <csigs@users.noreply.github.com>",1
"archesproject/arches","chiatt","Upgraded django re #9568",1
"archesproject/arches","chiatt","Update module names #9897",1
"archesproject/arches","apeters","Force users to re-run the preview when they change a parameter, re #10074",1
"archesproject/arches","apeters","Merge pull request #9470 from archesproject/9465_combine_case_operations

Combine case change operations, #9465",1
"PhantomBot/PhantomBot","gmt2001","Update CodeQL ignores",1
"postmanlabs/postman-docs","claireriley","update report page",1
"postmanlabs/postman-docs","petewitcher-postman","Un-gerund headings, update titles",0
"weaviate/weaviate","aliszka","adds activate/deactivate tests 2",0
"weaviate/weaviate","delamainer","improve test",0
"archesproject/arches","chiatt","Merge branch 'dev/6.2.x' into merge_62x_into_74x",1
"weaviate/weaviate","antas-marcin","prepare release v1.22.2",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Updates to reporter configuration details",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1358-enterprise-essentials-add-users",0
"archesproject/arches","jacobtylerwalls","nits re #9923",0
"weaviate/weaviate","antas-marcin","prepare release v1.22.0",1
"weaviate/weaviate","aliszka","improves nested properties extraction/validation",0
"PhantomBot/PhantomBot","gmt2001","Add missing copyright",1
"PhantomBot/PhantomBot","gmt2001","Update deprecation information
Remove unneccessary deprecation from DiscordUtil",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge pull request #4839 from postmanlabs/tw-1175-remove-uptime

[TW-1175] Remove uptime monitor content",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-469-settings-redesign",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1068-refresh-datadog",1
"weaviate/weaviate","antas-marcin","Merge pull request #3378 from weaviate/activated_deactivated_tenants_improvements

Activate / deactivate tenant improvements",1
"PhantomBot/PhantomBot","Sartharon","correct propositional calculus for tagscheck",0
"archesproject/arches","chiatt","Update release notes, re #9841",1
"PhantomBot/PhantomBot","Sartharon","Make recent events resizable",0
"netbox-community/netbox","jeremystretch","Fixes #12715: Use contact assignments table to display the contacts assigned to an object",1
"weaviate/weaviate","trengrj","Add PQ config tests",0
"xamarin/xamarin-macios","rolfbjarne","[bgen] Add support for converting ObsoletedOSPlatform attributes. Fixes #18966. (#18972)

Fixes https://github.com/xamarin/xamarin-macios/issues/18966.",1
"xamarin/xamarin-macios","filipnavara","Fix _DefaultLinkMode for NativeAOT. (#18560)

Alternative to #18530, see
https://github.com/xamarin/xamarin-macios/pull/18530#discussion_r1258565808
Contributes to #18482",0
"postmanlabs/postman-docs","akinard-postman","Minor revisions",0
"weaviate/weaviate","aliszka","addresses CR comments",0
"archesproject/arches","johnatawnclementawn","Allow language dialog to be expanded via keyboard #9350",0
"netbox-community/netbox","jeremystretch","Merge branch 'master' into develop",1
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Change the default RuntimeIdentifier. (#18495)

* When publishing a mobile app, choose a device architecture (as opposed
  to showing an error if none was specified by the developer)
* When building for the simulator, choose the arm64 runtime identifier
  if we're running on an arm64 machine.
* When building a Debug build for desktop, choose the arm64 runtime
  identifier if we're running on an arm64 machine.

Fixes https://github.com/xamarin/xamarin-macios/issues/18455.
Fixes https://github.com/xamarin/xamarin-macios/issues/16152.
Fixes https://github.com/xamarin/xamarin-macios/issues/17841.

Section in the release notes: https://github.com/xamarin/xamarin-macios/wiki/.NET-8-release-notes#default-runtimeidentifiers

---------

Co-authored-by: Alex Soto <alex@alexsoto.me>",1
"postmanlabs/postman-docs","MatthewPinsker-postman","More updates to instructions",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add Marketplace and blog post links",0
"xamarin/xamarin-macios","rolfbjarne","[msbuild] Pass a stream to XDocument.Load instead of a path. (#18722)

XDocument.Load(string) takes a URI, not a file path. This usually works if
there are no special characters in the file path, but for instance with a path
with a colon (say 'a:b/some/file'), we'll get an exception about invalid uri
scheme.

So instead use the XDocument.Load(Stream) overload, and create the stream
using the file path instead, in which case there's no problem with special
characters.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Removed more deprecated key-values",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Reorganize content, and reword some steps",0
"postmanlabs/postman-docs","MatthewPinsker-postman","SCIM Okta and APIMatic refresh",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1295-templates-during-workspace-creation-partner-workspaces",0
"netbox-community/netbox","abhi1693","Adds config template to vm model (#13450)

* adds config template to vm model #12461

* Add translation tags; collapse config data

* i18n cleanup

* Establish parity with DeviceRenderConfigView

* Move config_template field to RenderConfigMixin

---------

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>",0
"pingcap/docs","hfxsd","*: add doc for `tikv_client_read_timeout` system variable (#14721)",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1015-performance-testing",1
"postmanlabs/postman-docs","mark-anthony-postman","Update links",1
"lvgl/lvgl","kisvegabor","chore(freertos): add missing include",1
"PhantomBot/PhantomBot","gmt2001","Updated the JavaDoc",1
"PhantomBot/PhantomBot","gmt2001","Change jlink to use parallel matrix build and single commit",1
"PhantomBot/PhantomBot","gmt2001","Implement FieldDefinition",1
"netbox-community/netbox","arthanson","13653 darken code color to work in light and dark modes (#13827)

* 13653 darken code color to work in light and dark modes

* 13809 changed to use mx-1 on code block",0
"netbox-community/netbox","arthanson","Closes #13132: Wrap verbose_name and other model text with gettext_lazy() (i18n)


---------

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>",0
"netbox-community/netbox","arthanson","12665 add semicolon to link sanitation safe string",0
"PhantomBot/PhantomBot","gmt2001","Fix SQLiteStore loading when not neccessary
Add additional messaging to DataStoreConverter",1
"netbox-community/netbox","jeremystretch","Fixes #13596: Always display ""render config"" tab for devices & VMs",1
"netbox-community/netbox","jeremystretch","Changelog for #13619, #13620, #13622, #13628, #13632, #13638",1
"netbox-community/netbox","jeremystretch","Closes #11922: Populate assigned VDCs when adding a child interface",1
"netbox-community/netbox","jeremystretch","Fixes #13843: Fix assignment of VLAN group scope during bulk edit (#13887)

* Update VLANGroup bulk edit form to support all scope types

* Fixes #13843: Fix scope assignment for VLAN groups during bulk edit

* Add missed static file

* Restore graphiql static assets",1
"archesproject/arches","johnatawnclementawn","Fix enter-key press as click #9337",0
"weaviate/weaviate","aliszka","fixes analyzing bool array, aggregating bool array props",0
"xamarin/xamarin-macios","mandel-macaque","[UIKit] Add support for Xcode 15. (#19120)

Co-authored-by: GitHub Actions Autoformatter <github-actions-autoformatter@xamarin.com>
Co-authored-by: Haritha Mohan <harithamohan@microsoft.com>
Co-authored-by: Rolf Bjarne Kvinge <rolf@xamarin.com>
Co-authored-by: TJ Lambert <50846373+tj-devel709@users.noreply.github.com>",1
"xamarin/xamarin-macios","rolfbjarne","[dotnet] Always pass -lobjc to the native linker. (#18845)

In some cases ld will crash otherwise:

    0  0x102a1871c  __assert_rtn + 140
    1  0x102a21688  ld::tool::SymbolTableAtom<arm64>::classicOrdinalForProxy(ld::Atom const*) (.cold.3) + 0
    2  0x10291daf8  ld::tool::SymbolTableAtom<arm64>::classicOrdinalForProxy(ld::Atom const*) + 248
    3  0x10291d15c  ld::tool::SymbolTableAtom<arm64>::addImport(ld::Atom const*, ld::tool::StringPoolAtom*) + 204
    4  0x10291c824  ld::tool::SymbolTableAtom<arm64>::encode() + 416
    5  0x102907b6c  ___ZN2ld4tool10OutputFile20buildLINKEDITContentERNS_8InternalE_block_invoke.387 + 36
    6  0x185df2874  _dispatch_call_block_and_release + 32
    7  0x185df4400  _dispatch_client_callout + 20
    8  0x185e060c8  _dispatch_root_queue_drain + 956
    9  0x185e066c0  _dispatch_worker_thread2 + 164
    10  0x185fa0038  _pthread_wqthread + 228
    A linker snapshot was created at:
    	/tmp/tesrt-2023-08-28-143541.ld-snapshot
    ld: Assertion failed: (it != _dylibToOrdinal.end()), function dylibToOrdinal, file OutputFile.cpp, line 5133.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Additional changes and syntax fixes",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1126-folder-level-rbac-private-network",0
"archesproject/arches","SDScandrettKint","testing still",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1419-refresh-installation-and-updates",0
"weaviate/weaviate","antas-marcin","Add reranker-transformers shell startup configuration",1
"PhantomBot/PhantomBot","gmt2001","Fix isCaster not directly checking channelName",1
"PhantomBot/PhantomBot","gmt2001","Add support for checking if an HttpHeaders contains a valid authorization
Add static method for retriving a Base64-encoded authorization from an HttpHeaders",1
"PhantomBot/PhantomBot","gmt2001","Fix links with other text not detected",1
"PhantomBot/PhantomBot","gmt2001","Fix create directories on Docker",1
"postmanlabs/postman-docs","mark-anthony-postman","Update date",1
"postmanlabs/postman-docs","mark-anthony-postman","Add running collections linked to APIs",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Matthew's feedback

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"lvgl/lvgl","kisvegabor","docs(obj): fix wording",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Matthew's feedback",1
"postmanlabs/postman-docs","mark-anthony-postman","Clarify sign up flow from Scratch Pad v1",1
"archesproject/arches","chrabyrd","nit #9590",1
"weaviate/weaviate","tsmith023","fix unit test",0
"weaviate/weaviate","antas-marcin","prepare release v1.21.4",1
"weaviate/weaviate","antas-marcin","Merge pull request #3268 from weaviate/fix/update_mt_class_sharding_config

Fix reading sharding config and  prevent MT toggling during class updates",1
"weaviate/weaviate","antas-marcin","Merge remote-tracking branch 'origin/stable/v1.19'",1
"lvgl/lvgl","bjsylvia","fix(typos): fix some typos for style (#4469)

Signed-off-by: XiaoweiYan <yanxiaowei@xiaomi.com>
Co-authored-by: XiaoweiYan <yanxiaowei@xiaomi.com>",0
"archesproject/arches","robgaston","Merge pull request #9483 from archesproject/9474-cbyrd-move-cardinality-to-nodegroups

9474 cbyrd move cardinality to nodegroups",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1219-apply-template-during-workspace-creation",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Revert change in building first flow",0
"xamarin/xamarin-macios","rolfbjarne","[dotnet] Work around an expectation mismatch between ILLink and library projects. Fixes #19037. (#19049)

ILLink doesn't handle library projects the way we need: the library is
automatically treated as a root assembly, with the entry point as the root.
This doesn't work, because library projects don't have an entry point.

In earlier versions of .NET (and Xamarin), we'd solved this by a custom linker
step that would manually root everything that needed to be rooted, but that
doesn't work anymore because we hit this sanity check in ILLink:

> ILLink : error IL1034: Root assembly 'MyExtension, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null' does not have entry point.

Technically this happens because the library project is configured as a root
assembly, where the entry point is the root point (and in that regards the
sanity check is rather sane).

The best solution would be if we could just treat the library assembly as any
other assembly, and manually root it in our custom linker steps - but the
custom linker step we have for this kind of rooting will only iterate over
types in assemblies that are already marked somehow, and that's not
necessarily the case for app extension projects - the end result is that the
entire app extension assembly is linked away.

A close runner-up as the second best solution is to provide the API that needs
to be rooted as an xml file to the linker. This works, but we currently don't
have the infrastructure in the code to generate this xml file before running
the linker (it would be a rather major undertaking). This work is tentatively
scheduled for .NET 9 (https://github.com/xamarin/xamarin-macios/issues/17693).

So I went for the third option: set RootMode=""Library"" for the library
assembly. I'm not sure exactly what that means ILLink will mark, but as long
as _anything_ is marked, our custom linker step will run. This seems like an
acceptable workaround until we can implement the previous solution.

Fixes https://github.com/xamarin/xamarin-macios/issues/19037.",1
